period,type,canton,group,value
2020Q3,estimate,ZG,Médecins (ambulatoire) sans laboratoire,207.78
2020Q3,estimate,ZG,Médicaments (médecin),86.87
2020Q3,estimate,ZG,Pharmacies,63.66
2020Q3,estimate,ZG,Physiothérapeutes,30.01
2020Q3,estimate,ZG,SPITEX (soins à domicile),15.81
2020Q3,estimate,ZH,Autres,27.87
2020Q3,estimate,ZH,Etablissements médico-sociaux,46.28
2020Q3,estimate,ZH,Hôpitaux (ambulatoire),160.53
2020Q3,estimate,ZH,Hôpitaux (séjours),197.68
2020Q3,estimate,ZH,Laboratoire cabinet médical,16.78
2020Q3,estimate,ZH,Laboratoires,29.06
2020Q3,estimate,ZH,Médecins (ambulatoire) sans laboratoire,240.56
2020Q3,estimate,ZH,Médicaments (médecin),83.67
2020Q3,estimate,ZH,Pharmacies,87.42
2020Q3,estimate,ZH,Physiothérapeutes,32.96
2020Q3,estimate,ZH,SPITEX (soins à domicile),24.76
2020Q3,estimate,CH,Autres,817.40
2020Q3,estimate,CH,Etablissements médico-sociaux,1522.47
2020Q3,estimate,CH,Hôpitaux (ambulatoire),4812.36
2020Q3,estimate,CH,Hôpitaux (séjours),5000.05
2020Q3,estimate,CH,Laboratoire cabinet médical,395.37
2020Q3,estimate,CH,Laboratoires,670.88
2020Q3,estimate,CH,Médecins (ambulatoire) sans laboratoire,4876.09
2020Q3,estimate,CH,Médicaments (médecin),1766.08
2020Q3,estimate,CH,Pharmacies,2579.26
2020Q3,estimate,CH,Physiothérapeutes,753.32
2020Q3,estimate,CH,SPITEX (soins à domicile),663.33
2020Q4,estimate,AG,Autres,32.57
2020Q4,estimate,AG,Etablissements médico-sociaux,44.22
2020Q4,estimate,AG,Hôpitaux (ambulatoire),225.08
2020Q4,estimate,AG,Hôpitaux (séjours),215.53
2020Q4,estimate,AG,Laboratoire cabinet médical,18.79
2020Q4,estimate,AG,Laboratoires,25.36
2020Q4,estimate,AG,Médecins (ambulatoire) sans laboratoire,206.63
2020Q4,estimate,AG,Médicaments (médecin),36.13
2020Q4,estimate,AG,Pharmacies,157.45
2020Q4,estimate,AG,Physiothérapeutes,34.96
2020Q4,estimate,AG,SPITEX (soins à domicile),21.29
2020Q4,estimate,AI,Autres,35.81
2020Q4,estimate,AI,Etablissements médico-sociaux,49.56
2020Q4,estimate,AI,Hôpitaux (ambulatoire),133.86
2020Q4,estimate,AI,Hôpitaux (séjours),157.51
2020Q4,estimate,AI,Laboratoire cabinet médical,17.74
2020Q4,estimate,AI,Laboratoires,14.96
2020Q4,estimate,AI,Médecins (ambulatoire) sans laboratoire,145.17
2020Q4,estimate,AI,Médicaments (médecin),107.38
2020Q4,estimate,AI,Pharmacies,12.40
2020Q4,estimate,AI,Physiothérapeutes,18.33
2020Q4,estimate,AI,SPITEX (soins à domicile),42.12
2020Q4,estimate,AR,Autres,32.13
2020Q4,estimate,AR,Etablissements médico-sociaux,62.72
2020Q4,estimate,AR,Hôpitaux (ambulatoire),161.11
2020Q4,estimate,AR,Hôpitaux (séjours),199.07
2020Q4,estimate,AR,Laboratoire cabinet médical,18.20
2020Q4,estimate,AR,Laboratoires,18.82
2020Q4,estimate,AR,Médecins (ambulatoire) sans laboratoire,185.09
2020Q4,estimate,AR,Médicaments (médecin),109.22
2020Q4,estimate,AR,Pharmacies,41.05
2020Q4,estimate,AR,Physiothérapeutes,25.60
2020Q4,estimate,AR,SPITEX (soins à domicile),16.45
2020Q4,estimate,BE,Autres,39.86
2020Q4,estimate,BE,Etablissements médico-sociaux,71.40
2020Q4,estimate,BE,Hôpitaux (ambulatoire),202.05
2020Q4,estimate,BE,Hôpitaux (séjours),229.63
2020Q4,estimate,BE,Laboratoire cabinet médical,19.97
2020Q4,estimate,BE,Laboratoires,29.95
2020Q4,estimate,BE,Médecins (ambulatoire) sans laboratoire,223.32
2020Q4,estimate,BE,Médicaments (médecin),82.34
2020Q4,estimate,BE,Pharmacies,129.09
2020Q4,estimate,BE,Physiothérapeutes,31.99
2020Q4,estimate,BE,SPITEX (soins à domicile),37.39
2020Q4,estimate,BL,Autres,37.81
2020Q4,estimate,BL,Etablissements médico-sociaux,48.89
2020Q4,estimate,BL,Hôpitaux (ambulatoire),228.52
2020Q4,estimate,BL,Hôpitaux (séjours),275.13
2020Q4,estimate,BL,Laboratoire cabinet médical,21.14
2020Q4,estimate,BL,Laboratoires,32.13
2020Q4,estimate,BL,Médecins (ambulatoire) sans laboratoire,278.69
2020Q4,estimate,BL,Médicaments (médecin),100.26
2020Q4,estimate,BL,Pharmacies,122.02
2020Q4,estimate,BL,Physiothérapeutes,46.98
2020Q4,estimate,BL,SPITEX (soins à domicile),31.80
2020Q4,estimate,BS,Autres,41.41
2020Q4,estimate,BS,Etablissements médico-sociaux,68.21
2020Q4,estimate,BS,Hôpitaux (ambulatoire),250.98
2020Q4,estimate,BS,Hôpitaux (séjours),303.59
2020Q4,estimate,BS,Laboratoire cabinet médical,19.10
2020Q4,estimate,BS,Laboratoires,32.21
2020Q4,estimate,BS,Médecins (ambulatoire) sans laboratoire,278.67
2020Q4,estimate,BS,Médicaments (médecin),30.59
2020Q4,estimate,BS,Pharmacies,209.04
2020Q4,estimate,BS,Physiothérapeutes,49.57
2020Q4,estimate,BS,SPITEX (soins à domicile),46.35
2020Q4,estimate,FR,Autres,42.32
2020Q4,estimate,FR,Etablissements médico-sociaux,49.96
2020Q4,estimate,FR,Hôpitaux (ambulatoire),191.80
2020Q4,estimate,FR,Hôpitaux (séjours),184.14
2020Q4,estimate,FR,Laboratoire cabinet médical,18.00
2020Q4,estimate,FR,Laboratoires,30.53
2020Q4,estimate,FR,Médecins (ambulatoire) sans laboratoire,233.03
2020Q4,estimate,FR,Médicaments (médecin),27.10
2020Q4,estimate,FR,Pharmacies,168.02
2020Q4,estimate,FR,Physiothérapeutes,29.21
2020Q4,estimate,FR,SPITEX (soins à domicile),24.03
2020Q4,estimate,GE,Autres,36.78
2020Q4,estimate,GE,Etablissements médico-sociaux,66.26
2020Q4,estimate,GE,Hôpitaux (ambulatoire),215.20
2020Q4,estimate,GE,Hôpitaux (séjours),211.27
2020Q4,estimate,GE,Laboratoire cabinet médical,12.05
2020Q4,estimate,GE,Laboratoires,58.80
2020Q4,estimate,GE,Médecins (ambulatoire) sans laboratoire,388.60
2020Q4,estimate,GE,Médicaments (médecin),21.45
2020Q4,estimate,GE,Pharmacies,203.22
2020Q4,estimate,GE,Physiothérapeutes,45.59
2020Q4,estimate,GE,SPITEX (soins à domicile),34.93
2020Q4,estimate,GL,Autres,29.29
2020Q4,estimate,GL,Etablissements médico-sociaux,60.11
2020Q4,estimate,GL,Hôpitaux (ambulatoire),224.30
2020Q4,estimate,GL,Hôpitaux (séjours),233.55
2020Q4,estimate,GL,Laboratoire cabinet médical,16.42
2020Q4,estimate,GL,Laboratoires,24.97
2020Q4,estimate,GL,Médecins (ambulatoire) sans laboratoire,155.35
2020Q4,estimate,GL,Médicaments (médecin),117.27
2020Q4,estimate,GL,Pharmacies,52.36
2020Q4,estimate,GL,Physiothérapeutes,37.91
2020Q4,estimate,GL,SPITEX (soins à domicile),22.14
2020Q4,estimate,GR,Autres,19.29
2020Q4,estimate,GR,Etablissements médico-sociaux,54.66
2020Q4,estimate,GR,Hôpitaux (ambulatoire),203.15
2020Q4,estimate,GR,Hôpitaux (séjours),199.73
2020Q4,estimate,GR,Laboratoire cabinet médical,18.76
2020Q4,estimate,GR,Laboratoires,30.01
2020Q4,estimate,GR,Médecins (ambulatoire) sans laboratoire,185.66
2020Q4,estimate,GR,Médicaments (médecin),63.96
2020Q4,estimate,GR,Pharmacies,128.37
2020Q4,estimate,GR,Physiothérapeutes,34.33
2020Q4,estimate,GR,SPITEX (soins à domicile),23.93
2020Q4,estimate,JU,Autres,41.34
2020Q4,estimate,JU,Etablissements médico-sociaux,87.59
2020Q4,estimate,JU,Hôpitaux (ambulatoire),219.09
2020Q4,estimate,JU,Hôpitaux (séjours),241.78
2020Q4,estimate,JU,Laboratoire cabinet médical,14.22
2020Q4,estimate,JU,Laboratoires,29.30
2020Q4,estimate,JU,Médecins (ambulatoire) sans laboratoire,195.19
2020Q4,estimate,JU,Médicaments (médecin),25.23
2020Q4,estimate,JU,Pharmacies,190.43
2020Q4,estimate,JU,Physiothérapeutes,29.07
2020Q4,estimate,JU,SPITEX (soins à domicile),47.21
2020Q4,estimate,LU,Autres,34.66
2020Q4,estimate,LU,Etablissements médico-sociaux,59.88
2020Q4,estimate,LU,Hôpitaux (ambulatoire),198.51
2020Q4,estimate,LU,Hôpitaux (séjours),187.73
2020Q4,estimate,LU,Laboratoire cabinet médical,18.13
2020Q4,estimate,LU,Laboratoires,27.06
2020Q4,estimate,LU,Médecins (ambulatoire) sans laboratoire,193.91
2020Q4,estimate,LU,Médicaments (médecin),113.46
2020Q4,estimate,LU,Pharmacies,46.45
2020Q4,estimate,LU,Physiothérapeutes,29.82
2020Q4,estimate,LU,SPITEX (soins à domicile),24.10
2020Q4,estimate,NE,Autres,53.06
2020Q4,estimate,NE,Etablissements médico-sociaux,95.51
2020Q4,estimate,NE,Hôpitaux (ambulatoire),222.44
2020Q4,estimate,NE,Hôpitaux (séjours),194.95
2020Q4,estimate,NE,Laboratoire cabinet médical,11.26
2020Q4,estimate,NE,Laboratoires,55.74
2020Q4,estimate,NE,Médecins (ambulatoire) sans laboratoire,220.23
2020Q4,estimate,NE,Médicaments (médecin),28.76
2020Q4,estimate,NE,Pharmacies,205.93
2020Q4,estimate,NE,Physiothérapeutes,33.38
2020Q4,estimate,NE,SPITEX (soins à domicile),40.16
2020Q4,estimate,NW,Autres,33.27
2020Q4,estimate,NW,Etablissements médico-sociaux,57.51
2020Q4,estimate,NW,Hôpitaux (ambulatoire),219.04
2020Q4,estimate,NW,Hôpitaux (séjours),195.92
2020Q4,estimate,NW,Laboratoire cabinet médical,16.21
2020Q4,estimate,NW,Laboratoires,23.17
2020Q4,estimate,NW,Médecins (ambulatoire) sans laboratoire,171.67
2020Q4,estimate,NW,Médicaments (médecin),110.26
2020Q4,estimate,NW,Pharmacies,42.74
2020Q4,estimate,NW,Physiothérapeutes,27.60
2020Q4,estimate,NW,SPITEX (soins à domicile),23.72
2020Q4,estimate,OW,Autres,32.68
2020Q4,estimate,OW,Etablissements médico-sociaux,48.67
2020Q4,estimate,OW,Hôpitaux (ambulatoire),223.39
2020Q4,estimate,OW,Hôpitaux (séjours),190.87
2020Q4,estimate,OW,Laboratoire cabinet médical,15.65
2020Q4,estimate,OW,Laboratoires,28.90
2020Q4,estimate,OW,Médecins (ambulatoire) sans laboratoire,153.63
2020Q4,estimate,OW,Médicaments (médecin),114.99
2020Q4,estimate,OW,Pharmacies,35.41
2020Q4,estimate,OW,Physiothérapeutes,31.67
2020Q4,estimate,OW,SPITEX (soins à domicile),19.80
2020Q4,estimate,SG,Autres,32.39
2020Q4,estimate,SG,Etablissements médico-sociaux,47.80
2020Q4,estimate,SG,Hôpitaux (ambulatoire),180.36
2020Q4,estimate,SG,Hôpitaux (séjours),219.24
2020Q4,estimate,SG,Laboratoire cabinet médical,19.33
2020Q4,estimate,SG,Laboratoires,23.05
2020Q4,estimate,SG,Médecins (ambulatoire) sans laboratoire,203.72
2020Q4,estimate,SG,Médicaments (médecin),125.69
2020Q4,estimate,SG,Pharmacies,47.93
2020Q4,estimate,SG,Physiothérapeutes,33.73
2020Q4,estimate,SG,SPITEX (soins à domicile),19.80
2020Q4,estimate,SH,Autres,37.44
2020Q4,estimate,SH,Etablissements médico-sociaux,64.07
2020Q4,estimate,SH,Hôpitaux (ambulatoire),211.78
2020Q4,estimate,SH,Hôpitaux (séjours),211.79
2020Q4,estimate,SH,Laboratoire cabinet médical,19.42
2020Q4,estimate,SH,Laboratoires,25.34
2020Q4,estimate,SH,Médecins (ambulatoire) sans laboratoire,196.21
2020Q4,estimate,SH,Médicaments (médecin),89.55
2020Q4,estimate,SH,Pharmacies,106.83
2020Q4,estimate,SH,Physiothérapeutes,43.78
2020Q4,estimate,SH,SPITEX (soins à domicile),27.05
2020Q4,estimate,SO,Autres,31.12
2020Q4,estimate,SO,Etablissements médico-sociaux,51.00
2020Q4,estimate,SO,Hôpitaux (ambulatoire),233.49
2020Q4,estimate,SO,Hôpitaux (séjours),234.39
2020Q4,estimate,SO,Laboratoire cabinet médical,20.09
2020Q4,estimate,SO,Laboratoires,29.12
2020Q4,estimate,SO,Médecins (ambulatoire) sans laboratoire,213.40
2020Q4,estimate,SO,Médicaments (médecin),112.09
2020Q4,estimate,SO,Pharmacies,89.00
2020Q4,estimate,SO,Physiothérapeutes,33.98
2020Q4,estimate,SO,SPITEX (soins à domicile),27.08
2020Q4,estimate,SZ,Autres,31.78
2020Q4,estimate,SZ,Etablissements médico-sociaux,46.84
2020Q4,estimate,SZ,Hôpitaux (ambulatoire),174.94
2020Q4,estimate,SZ,Hôpitaux (séjours),199.67
2020Q4,estimate,SZ,Laboratoire cabinet médical,21.96
2020Q4,estimate,SZ,Laboratoires,30.25
2020Q4,estimate,SZ,Médecins (ambulatoire) sans laboratoire,226.16
2020Q4,estimate,SZ,Médicaments (médecin),123.88
2020Q4,estimate,SZ,Pharmacies,43.68
2020Q4,estimate,SZ,Physiothérapeutes,32.84
2020Q4,estimate,SZ,SPITEX (soins à domicile),17.20
2020Q4,estimate,TG,Autres,30.47
2020Q4,estimate,TG,Etablissements médico-sociaux,47.44
2020Q4,estimate,TG,Hôpitaux (ambulatoire),207.56
2020Q4,estimate,TG,Hôpitaux (séjours),217.87
2020Q4,estimate,TG,Laboratoire cabinet médical,17.69
2020Q4,estimate,TG,Laboratoires,22.99
2020Q4,estimate,TG,Médecins (ambulatoire) sans laboratoire,186.71
2020Q4,estimate,TG,Médicaments (médecin),107.86
2020Q4,estimate,TG,Pharmacies,57.71
2020Q4,estimate,TG,Physiothérapeutes,38.54
2020Q4,estimate,TG,SPITEX (soins à domicile),24.44
2020Q4,estimate,TI,Autres,50.74
2020Q4,estimate,TI,Etablissements médico-sociaux,92.29
2020Q4,estimate,TI,Hôpitaux (ambulatoire),242.46
2020Q4,estimate,TI,Hôpitaux (séjours),203.95
2020Q4,estimate,TI,Laboratoire cabinet médical,21.02
2020Q4,estimate,TI,Laboratoires,43.37
2020Q4,estimate,TI,Médecins (ambulatoire) sans laboratoire,290.69
2020Q4,estimate,TI,Médicaments (médecin),26.08
2020Q4,estimate,TI,Pharmacies,210.04
2020Q4,estimate,TI,Physiothérapeutes,53.84
2020Q4,estimate,TI,SPITEX (soins à domicile),51.37
2020Q4,estimate,UR,Autres,26.89
2020Q4,estimate,UR,Etablissements médico-sociaux,59.02
2020Q4,estimate,UR,Hôpitaux (ambulatoire),222.93
2020Q4,estimate,UR,Hôpitaux (séjours),204.89
2020Q4,estimate,UR,Laboratoire cabinet médical,18.65
2020Q4,estimate,UR,Laboratoires,18.29
2020Q4,estimate,UR,Médecins (ambulatoire) sans laboratoire,139.12
2020Q4,estimate,UR,Médicaments (médecin),113.53
2020Q4,estimate,UR,Pharmacies,29.67
2020Q4,estimate,UR,Physiothérapeutes,23.35
2020Q4,estimate,UR,SPITEX (soins à domicile),18.19
2020Q4,estimate,VD,Autres,41.59
2020Q4,estimate,VD,Etablissements médico-sociaux,65.39
2020Q4,estimate,VD,Hôpitaux (ambulatoire),248.16
2020Q4,estimate,VD,Hôpitaux (séjours),185.37
2020Q4,estimate,VD,Laboratoire cabinet médical,14.06
2020Q4,estimate,VD,Laboratoires,35.86
2020Q4,estimate,VD,Médecins (ambulatoire) sans laboratoire,268.76
2020Q4,estimate,VD,Médicaments (médecin),20.83
2020Q4,estimate,VD,Pharmacies,185.00
2020Q4,estimate,VD,Physiothérapeutes,37.51
2020Q4,estimate,VD,SPITEX (soins à domicile),44.13
2020Q4,estimate,VS,Autres,41.21
2020Q4,estimate,VS,Etablissements médico-sociaux,56.88
2020Q4,estimate,VS,Hôpitaux (ambulatoire),210.18
2020Q4,estimate,VS,Hôpitaux (séjours),189.19
2020Q4,estimate,VS,Laboratoire cabinet médical,16.71
2020Q4,estimate,VS,Laboratoires,25.55
2020Q4,estimate,VS,Médecins (ambulatoire) sans laboratoire,210.79
2020Q4,estimate,VS,Médicaments (médecin),21.26
2020Q4,estimate,VS,Pharmacies,172.67
2020Q4,estimate,VS,Physiothérapeutes,31.40
2020Q4,estimate,VS,SPITEX (soins à domicile),24.31
2020Q4,estimate,ZG,Autres,26.24
2020Q4,estimate,ZG,Etablissements médico-sociaux,41.71
2020Q4,estimate,ZG,Hôpitaux (ambulatoire),148.25
2020Q4,estimate,ZG,Hôpitaux (séjours),166.42
2020Q4,estimate,ZG,Laboratoire cabinet médical,17.82
2020Q4,estimate,ZG,Laboratoires,39.27
2020Q4,estimate,ZG,Médecins (ambulatoire) sans laboratoire,227.32
2020Q4,estimate,ZG,Médicaments (médecin),100.14
2020Q4,estimate,ZG,Pharmacies,65.04
2020Q4,estimate,ZG,Physiothérapeutes,35.63
2020Q4,estimate,ZG,SPITEX (soins à domicile),18.25
2020Q4,estimate,ZH,Autres,30.30
2020Q4,estimate,ZH,Etablissements médico-sociaux,47.42
2020Q4,estimate,ZH,Hôpitaux (ambulatoire),189.04
2020Q4,estimate,ZH,Hôpitaux (séjours),206.38
2020Q4,estimate,ZH,Laboratoire cabinet médical,19.48
2020Q4,estimate,ZH,Laboratoires,33.38
2020Q4,estimate,ZH,Médecins (ambulatoire) sans laboratoire,275.90
2020Q4,estimate,ZH,Médicaments (médecin),94.88
2020Q4,estimate,ZH,Pharmacies,96.67
2020Q4,estimate,ZH,Physiothérapeutes,40.35
2020Q4,estimate,ZH,SPITEX (soins à domicile),26.45
2020Q4,estimate,CH,Autres,922.45
2020Q4,estimate,CH,Etablissements médico-sociaux,1545.01
2020Q4,estimate,CH,Hôpitaux (ambulatoire),5387.67
2020Q4,estimate,CH,Hôpitaux (séjours),5459.56
2020Q4,estimate,CH,Laboratoire cabinet médical,461.87
2020Q4,estimate,CH,Laboratoires,788.38
2020Q4,estimate,CH,Médecins (ambulatoire) sans laboratoire,5653.62
2020Q4,estimate,CH,Médicaments (médecin),2024.19
2020Q4,estimate,CH,Pharmacies,2848.22
2020Q4,estimate,CH,Physiothérapeutes,910.96
2020Q4,estimate,CH,SPITEX (soins à domicile),753.69
2021Q1,estimate,AG,Autres,34.23
2021Q1,estimate,AG,Etablissements médico-sociaux,42.06
2021Q1,estimate,AG,Hôpitaux (ambulatoire),204.64
2021Q1,estimate,AG,Hôpitaux (séjours),201.65
2021Q1,estimate,AG,Laboratoire cabinet médical,16.56
2021Q1,estimate,AG,Laboratoires,22.21
2021Q1,estimate,AG,Médecins (ambulatoire) sans laboratoire,187.19
2021Q1,estimate,AG,Médicaments (médecin),34.68
2021Q1,estimate,AG,Pharmacies,142.88
2021Q1,estimate,AG,Physiothérapeutes,34.32
2021Q1,estimate,AG,SPITEX (soins à domicile),22.02
2021Q1,estimate,AI,Autres,34.66
2021Q1,estimate,AI,Etablissements médico-sociaux,50.75
2021Q1,estimate,AI,Hôpitaux (ambulatoire),143.93
2021Q1,estimate,AI,Hôpitaux (séjours),180.67
2021Q1,estimate,AI,Laboratoire cabinet médical,15.83
2021Q1,estimate,AI,Laboratoires,17.81
2021Q1,estimate,AI,Médecins (ambulatoire) sans laboratoire,130.48
2021Q1,estimate,AI,Médicaments (médecin),90.94
2021Q1,estimate,AI,Pharmacies,13.95
2021Q1,estimate,AI,Physiothérapeutes,17.00
2021Q1,estimate,AI,SPITEX (soins à domicile),17.12
2021Q1,estimate,AR,Autres,32.32
2021Q1,estimate,AR,Etablissements médico-sociaux,67.37
2021Q1,estimate,AR,Hôpitaux (ambulatoire),185.84
2021Q1,estimate,AR,Hôpitaux (séjours),212.72
2021Q1,estimate,AR,Laboratoire cabinet médical,16.87
2021Q1,estimate,AR,Laboratoires,22.77
2021Q1,estimate,AR,Médecins (ambulatoire) sans laboratoire,169.37
2021Q1,estimate,AR,Médicaments (médecin),101.69
2021Q1,estimate,AR,Pharmacies,38.13
2021Q1,estimate,AR,Physiothérapeutes,26.75
2021Q1,estimate,AR,SPITEX (soins à domicile),18.00
2021Q1,estimate,BE,Autres,43.10
2021Q1,estimate,BE,Etablissements médico-sociaux,72.94
2021Q1,estimate,BE,Hôpitaux (ambulatoire),199.54
2021Q1,estimate,BE,Hôpitaux (séjours),199.32
2021Q1,estimate,BE,Laboratoire cabinet médical,19.23
2021Q1,estimate,BE,Laboratoires,26.31
2021Q1,estimate,BE,Médecins (ambulatoire) sans laboratoire,215.27
2021Q1,estimate,BE,Médicaments (médecin),76.38
2021Q1,estimate,BE,Pharmacies,121.39
2021Q1,estimate,BE,Physiothérapeutes,30.20
2021Q1,estimate,BE,SPITEX (soins à domicile),38.33
2021Q1,estimate,BL,Autres,38.20
2021Q1,estimate,BL,Etablissements médico-sociaux,49.70
2021Q1,estimate,BL,Hôpitaux (ambulatoire),223.18
2021Q1,estimate,BL,Hôpitaux (séjours),249.49
2021Q1,estimate,BL,Laboratoire cabinet médical,19.52
2021Q1,estimate,BL,Laboratoires,31.56
2021Q1,estimate,BL,Médecins (ambulatoire) sans laboratoire,262.28
2021Q1,estimate,BL,Médicaments (médecin),96.45
2021Q1,estimate,BL,Pharmacies,111.34
2021Q1,estimate,BL,Physiothérapeutes,46.00
2021Q1,estimate,BL,SPITEX (soins à domicile),33.09
2021Q1,estimate,BS,Autres,40.19
2021Q1,estimate,BS,Etablissements médico-sociaux,74.39
2021Q1,estimate,BS,Hôpitaux (ambulatoire),245.08
2021Q1,estimate,BS,Hôpitaux (séjours),306.93
2021Q1,estimate,BS,Laboratoire cabinet médical,17.61
2021Q1,estimate,BS,Laboratoires,31.70
2021Q1,estimate,BS,Médecins (ambulatoire) sans laboratoire,264.92
2021Q1,estimate,BS,Médicaments (médecin),31.68
2021Q1,estimate,BS,Pharmacies,194.01
2021Q1,estimate,BS,Physiothérapeutes,50.14
2021Q1,estimate,BS,SPITEX (soins à domicile),46.63
2021Q1,estimate,FR,Autres,47.42
2021Q1,estimate,FR,Etablissements médico-sociaux,51.08
2021Q1,estimate,FR,Hôpitaux (ambulatoire),175.28
2021Q1,estimate,FR,Hôpitaux (séjours),178.84
2021Q1,estimate,FR,Laboratoire cabinet médical,18.02
2021Q1,estimate,FR,Laboratoires,28.22
2021Q1,estimate,FR,Médecins (ambulatoire) sans laboratoire,228.89
2021Q1,estimate,FR,Médicaments (médecin),27.06
2021Q1,estimate,FR,Pharmacies,159.46
2021Q1,estimate,FR,Physiothérapeutes,29.73
2021Q1,estimate,FR,SPITEX (soins à domicile),25.90
2021Q1,estimate,GE,Autres,46.25
2021Q1,estimate,GE,Etablissements médico-sociaux,68.99
2021Q1,estimate,GE,Hôpitaux (ambulatoire),189.47
2021Q1,estimate,GE,Hôpitaux (séjours),207.69
2021Q1,estimate,GE,Laboratoire cabinet médical,13.31
2021Q1,estimate,GE,Laboratoires,58.35
2021Q1,estimate,GE,Médecins (ambulatoire) sans laboratoire,397.41
2021Q1,estimate,GE,Médicaments (médecin),21.35
2021Q1,estimate,GE,Pharmacies,194.57
2021Q1,estimate,GE,Physiothérapeutes,50.72
2021Q1,estimate,GE,SPITEX (soins à domicile),37.17
2021Q1,estimate,GL,Autres,30.19
2021Q1,estimate,GL,Etablissements médico-sociaux,58.63
2021Q1,estimate,GL,Hôpitaux (ambulatoire),190.22
2021Q1,estimate,GL,Hôpitaux (séjours),221.17
2021Q1,estimate,GL,Laboratoire cabinet médical,16.89
2021Q1,estimate,GL,Laboratoires,21.17
2021Q1,estimate,GL,Médecins (ambulatoire) sans laboratoire,147.87
2021Q1,estimate,GL,Médicaments (médecin),115.14
2021Q1,estimate,GL,Pharmacies,57.65
2021Q1,estimate,GL,Physiothérapeutes,34.13
2021Q1,estimate,GL,SPITEX (soins à domicile),20.91
2021Q1,estimate,GR,Autres,29.56
2021Q1,estimate,GR,Etablissements médico-sociaux,52.51
2021Q1,estimate,GR,Hôpitaux (ambulatoire),179.88
2021Q1,estimate,GR,Hôpitaux (séjours),160.28
2021Q1,estimate,GR,Laboratoire cabinet médical,17.43
2021Q1,estimate,GR,Laboratoires,24.42
2021Q1,estimate,GR,Médecins (ambulatoire) sans laboratoire,166.55
2021Q1,estimate,GR,Médicaments (médecin),61.16
2021Q1,estimate,GR,Pharmacies,110.48
2021Q1,estimate,GR,Physiothérapeutes,32.44
2021Q1,estimate,GR,SPITEX (soins à domicile),25.85
2021Q1,estimate,JU,Autres,46.90
2021Q1,estimate,JU,Etablissements médico-sociaux,84.92
2021Q1,estimate,JU,Hôpitaux (ambulatoire),237.30
2021Q1,estimate,JU,Hôpitaux (séjours),222.79
2021Q1,estimate,JU,Laboratoire cabinet médical,14.67
2021Q1,estimate,JU,Laboratoires,23.23
2021Q1,estimate,JU,Médecins (ambulatoire) sans laboratoire,200.65
2021Q1,estimate,JU,Médicaments (médecin),25.57
2021Q1,estimate,JU,Pharmacies,191.68
2021Q1,estimate,JU,Physiothérapeutes,31.59
2021Q1,estimate,JU,SPITEX (soins à domicile),57.30
2021Q1,estimate,LU,Autres,35.82
2021Q1,estimate,LU,Etablissements médico-sociaux,58.28
2021Q1,estimate,LU,Hôpitaux (ambulatoire),207.42
2021Q1,estimate,LU,Hôpitaux (séjours),189.13
