Period,Canton,Cost_Group,Value,Type
2021Q3,FR,Médecins (ambulatoire) sans laboratoire,210.05,Historical
2021Q3,FR,Médicaments (médecin),27.04,Historical
2021Q3,FR,Pharmacies,163.58,Historical
2021Q3,FR,Physiothérapeutes,29.46,Historical
2021Q3,FR,SPITEX (soins à domicile),23.72,Historical
2021Q3,FR,Total,944.83,Historical
2021Q3,GE,Autres,39.45,Historical
2021Q3,GE,Etablissements médico-sociaux,60.61,Historical
2021Q3,GE,Hôpitaux (ambulatoire),227.09,Historical
2021Q3,GE,Hôpitaux (séjours),184.99,Historical
2021Q3,GE,Laboratoire cabinet médical,10.59,Historical
2021Q3,GE,Laboratoires,46.44,Historical
2021Q3,GE,Médecins (ambulatoire) sans laboratoire,342.90,Historical
2021Q3,GE,Médicaments (médecin),19.59,Historical
2021Q3,GE,Pharmacies,196.69,Historical
2021Q3,GE,Physiothérapeutes,47.28,Historical
2021Q3,GE,SPITEX (soins à domicile),35.28,Historical
2021Q3,GE,Total,1210.89,Historical
2021Q3,GL,Autres,30.47,Historical
2021Q3,GL,Etablissements médico-sociaux,54.29,Historical
2021Q3,GL,Hôpitaux (ambulatoire),202.50,Historical
2021Q3,GL,Hôpitaux (séjours),187.37,Historical
2021Q3,GL,Laboratoire cabinet médical,15.74,Historical
2021Q3,GL,Laboratoires,23.04,Historical
2021Q3,GL,Médecins (ambulatoire) sans laboratoire,144.75,Historical
2021Q3,GL,Médicaments (médecin),109.92,Historical
2021Q3,GL,Pharmacies,63.70,Historical
2021Q3,GL,Physiothérapeutes,30.41,Historical
2021Q3,GL,SPITEX (soins à domicile),23.56,Historical
2021Q3,GL,Total,885.74,Historical
2021Q3,GR,Autres,41.90,Historical
2021Q3,GR,Etablissements médico-sociaux,53.08,Historical
2021Q3,GR,Hôpitaux (ambulatoire),193.74,Historical
2021Q3,GR,Hôpitaux (séjours),204.41,Historical
2021Q3,GR,Laboratoire cabinet médical,16.72,Historical
2021Q3,GR,Laboratoires,24.95,Historical
2021Q3,GR,Médecins (ambulatoire) sans laboratoire,160.58,Historical
2021Q3,GR,Médicaments (médecin),60.72,Historical
2021Q3,GR,Pharmacies,125.80,Historical
2021Q3,GR,Physiothérapeutes,30.38,Historical
2021Q3,GR,SPITEX (soins à domicile),26.35,Historical
2021Q3,GR,Total,938.62,Historical
2021Q3,JU,Autres,42.55,Historical
2021Q3,JU,Etablissements médico-sociaux,82.53,Historical
2021Q3,JU,Hôpitaux (ambulatoire),215.55,Historical
2021Q3,JU,Hôpitaux (séjours),194.93,Historical
2021Q3,JU,Laboratoire cabinet médical,12.23,Historical
2021Q3,JU,Laboratoires,22.60,Historical
2021Q3,JU,Médecins (ambulatoire) sans laboratoire,183.36,Historical
2021Q3,JU,Médicaments (médecin),24.90,Historical
2021Q3,JU,Pharmacies,192.34,Historical
2021Q3,JU,Physiothérapeutes,30.82,Historical
2021Q3,JU,SPITEX (soins à domicile),49.14,Historical
2021Q3,JU,Total,1050.95,Historical
2021Q3,LU,Autres,34.50,Historical
2021Q3,LU,Etablissements médico-sociaux,58.47,Historical
2021Q3,LU,Hôpitaux (ambulatoire),206.60,Historical
2021Q3,LU,Hôpitaux (séjours),189.93,Historical
2021Q3,LU,Laboratoire cabinet médical,16.16,Historical
2021Q3,LU,Laboratoires,24.00,Historical
2021Q3,LU,Médecins (ambulatoire) sans laboratoire,173.89,Historical
2021Q3,LU,Médicaments (médecin),109.11,Historical
2021Q3,LU,Pharmacies,48.51,Historical
2021Q3,LU,Physiothérapeutes,28.99,Historical
2021Q3,LU,SPITEX (soins à domicile),24.71,Historical
2021Q3,LU,Total,914.88,Historical
2021Q3,NE,Autres,57.89,Historical
2021Q3,NE,Etablissements médico-sociaux,83.14,Historical
2021Q3,NE,Hôpitaux (ambulatoire),259.75,Historical
2021Q3,NE,Hôpitaux (séjours),192.98,Historical
2021Q3,NE,Laboratoire cabinet médical,10.40,Historical
2021Q3,NE,Laboratoires,43.15,Historical
2021Q3,NE,Médecins (ambulatoire) sans laboratoire,208.72,Historical
2021Q3,NE,Médicaments (médecin),26.71,Historical
2021Q3,NE,Pharmacies,209.21,Historical
2021Q3,NE,Physiothérapeutes,33.65,Historical
2021Q3,NE,SPITEX (soins à domicile),39.36,Historical
2021Q3,NE,Total,1164.94,Historical
2021Q3,NW,Autres,31.99,Historical
2021Q3,NW,Etablissements médico-sociaux,58.47,Historical
2021Q3,NW,Hôpitaux (ambulatoire),214.57,Historical
2021Q3,NW,Hôpitaux (séjours),166.47,Historical
2021Q3,NW,Laboratoire cabinet médical,15.32,Historical
2021Q3,NW,Laboratoires,23.05,Historical
2021Q3,NW,Médecins (ambulatoire) sans laboratoire,157.56,Historical
2021Q3,NW,Médicaments (médecin),108.04,Historical
2021Q3,NW,Pharmacies,46.55,Historical
2021Q3,NW,Physiothérapeutes,27.76,Historical
2021Q3,NW,SPITEX (soins à domicile),23.00,Historical
2021Q3,NW,Total,872.79,Historical
2021Q3,OW,Autres,32.23,Historical
2021Q3,OW,Etablissements médico-sociaux,45.72,Historical
2021Q3,OW,Hôpitaux (ambulatoire),234.93,Historical
2021Q3,OW,Hôpitaux (séjours),156.35,Historical
2021Q3,OW,Laboratoire cabinet médical,14.64,Historical
2021Q3,OW,Laboratoires,25.88,Historical
2021Q3,OW,Médecins (ambulatoire) sans laboratoire,140.23,Historical
2021Q3,OW,Médicaments (médecin),116.09,Historical
2021Q3,OW,Pharmacies,40.82,Historical
2021Q3,OW,Physiothérapeutes,32.22,Historical
2021Q3,OW,SPITEX (soins à domicile),19.47,Historical
2021Q3,OW,Total,858.56,Historical
2021Q3,SG,Autres,36.03,Historical
2021Q3,SG,Etablissements médico-sociaux,45.93,Historical
2021Q3,SG,Hôpitaux (ambulatoire),191.92,Historical
2021Q3,SG,Hôpitaux (séjours),202.32,Historical
2021Q3,SG,Laboratoire cabinet médical,16.95,Historical
2021Q3,SG,Laboratoires,22.69,Historical
2021Q3,SG,Médecins (ambulatoire) sans laboratoire,185.05,Historical
2021Q3,SG,Médicaments (médecin),114.01,Historical
2021Q3,SG,Pharmacies,50.68,Historical
2021Q3,SG,Physiothérapeutes,33.45,Historical
2021Q3,SG,SPITEX (soins à domicile),20.65,Historical
2021Q3,SG,Total,919.67,Historical
2021Q3,SH,Autres,37.29,Historical
2021Q3,SH,Etablissements médico-sociaux,65.37,Historical
2021Q3,SH,Hôpitaux (ambulatoire),220.00,Historical
2021Q3,SH,Hôpitaux (séjours),225.25,Historical
2021Q3,SH,Laboratoire cabinet médical,18.59,Historical
2021Q3,SH,Laboratoires,23.27,Historical
2021Q3,SH,Médecins (ambulatoire) sans laboratoire,179.64,Historical
2021Q3,SH,Médicaments (médecin),94.89,Historical
2021Q3,SH,Pharmacies,108.75,Historical
2021Q3,SH,Physiothérapeutes,40.94,Historical
2021Q3,SH,SPITEX (soins à domicile),28.60,Historical
2021Q3,SH,Total,1042.58,Historical
2021Q3,SO,Autres,39.26,Historical
2021Q3,SO,Etablissements médico-sociaux,49.60,Historical
2021Q3,SO,Hôpitaux (ambulatoire),239.52,Historical
2021Q3,SO,Hôpitaux (séjours),218.15,Historical
2021Q3,SO,Laboratoire cabinet médical,18.20,Historical
2021Q3,SO,Laboratoires,24.55,Historical
2021Q3,SO,Médecins (ambulatoire) sans laboratoire,198.38,Historical
2021Q3,SO,Médicaments (médecin),105.23,Historical
2021Q3,SO,Pharmacies,93.04,Historical
2021Q3,SO,Physiothérapeutes,32.65,Historical
2021Q3,SO,SPITEX (soins à domicile),27.68,Historical
2021Q3,SO,Total,1046.26,Historical
2021Q3,SZ,Autres,30.45,Historical
2021Q3,SZ,Etablissements médico-sociaux,47.32,Historical
2021Q3,SZ,Hôpitaux (ambulatoire),169.23,Historical
2021Q3,SZ,Hôpitaux (séjours),180.50,Historical
2021Q3,SZ,Laboratoire cabinet médical,19.31,Historical
2021Q3,SZ,Laboratoires,28.49,Historical
2021Q3,SZ,Médecins (ambulatoire) sans laboratoire,205.79,Historical
2021Q3,SZ,Médicaments (médecin),117.10,Historical
2021Q3,SZ,Pharmacies,46.70,Historical
2021Q3,SZ,Physiothérapeutes,32.42,Historical
2021Q3,SZ,SPITEX (soins à domicile),16.62,Historical
2021Q3,SZ,Total,893.93,Historical
2021Q3,TG,Autres,31.79,Historical
2021Q3,TG,Etablissements médico-sociaux,44.53,Historical
2021Q3,TG,Hôpitaux (ambulatoire),217.14,Historical
2021Q3,TG,Hôpitaux (séjours),209.01,Historical
2021Q3,TG,Laboratoire cabinet médical,15.49,Historical
2021Q3,TG,Laboratoires,20.75,Historical
2021Q3,TG,Médecins (ambulatoire) sans laboratoire,169.01,Historical
2021Q3,TG,Médicaments (médecin),99.80,Historical
2021Q3,TG,Pharmacies,60.26,Historical
2021Q3,TG,Physiothérapeutes,35.81,Historical
2021Q3,TG,SPITEX (soins à domicile),22.65,Historical
2021Q3,TG,Total,926.23,Historical
2021Q3,TI,Autres,57.03,Historical
2021Q3,TI,Etablissements médico-sociaux,91.46,Historical
2021Q3,TI,Hôpitaux (ambulatoire),213.78,Historical
2021Q3,TI,Hôpitaux (séjours),232.60,Historical
2021Q3,TI,Laboratoire cabinet médical,18.03,Historical
2021Q3,TI,Laboratoires,36.67,Historical
2021Q3,TI,Médecins (ambulatoire) sans laboratoire,251.18,Historical
2021Q3,TI,Médicaments (médecin),24.41,Historical
2021Q3,TI,Pharmacies,203.06,Historical
2021Q3,TI,Physiothérapeutes,54.81,Historical
2021Q3,TI,SPITEX (soins à domicile),52.65,Historical
2021Q3,TI,Total,1235.67,Historical
2021Q3,UR,Autres,22.89,Historical
2021Q3,UR,Etablissements médico-sociaux,66.31,Historical
2021Q3,UR,Hôpitaux (ambulatoire),214.59,Historical
2021Q3,UR,Hôpitaux (séjours),182.29,Historical
2021Q3,UR,Laboratoire cabinet médical,16.67,Historical
2021Q3,UR,Laboratoires,14.67,Historical
2021Q3,UR,Médecins (ambulatoire) sans laboratoire,117.74,Historical
2021Q3,UR,Médicaments (médecin),102.28,Historical
2021Q3,UR,Pharmacies,22.53,Historical
2021Q3,UR,Physiothérapeutes,22.80,Historical
2021Q3,UR,SPITEX (soins à domicile),18.65,Historical
2021Q3,UR,Total,801.43,Historical
2021Q3,VD,Autres,43.76,Historical
2021Q3,VD,Etablissements médico-sociaux,59.40,Historical
2021Q3,VD,Hôpitaux (ambulatoire),269.16,Historical
2021Q3,VD,Hôpitaux (séjours),173.85,Historical
2021Q3,VD,Laboratoire cabinet médical,12.98,Historical
2021Q3,VD,Laboratoires,31.07,Historical
2021Q3,VD,Médecins (ambulatoire) sans laboratoire,247.55,Historical
2021Q3,VD,Médicaments (médecin),21.48,Historical
2021Q3,VD,Pharmacies,184.25,Historical
2021Q3,VD,Physiothérapeutes,39.37,Historical
2021Q3,VD,SPITEX (soins à domicile),46.91,Historical
2021Q3,VD,Total,1129.79,Historical
2021Q3,VS,Autres,39.26,Historical
2021Q3,VS,Etablissements médico-sociaux,59.11,Historical
2021Q3,VS,Hôpitaux (ambulatoire),221.58,Historical
2021Q3,VS,Hôpitaux (séjours),183.85,Historical
2021Q3,VS,Laboratoire cabinet médical,14.84,Historical
2021Q3,VS,Laboratoires,20.70,Historical
2021Q3,VS,Médecins (ambulatoire) sans laboratoire,191.04,Historical
2021Q3,VS,Médicaments (médecin),19.66,Historical
2021Q3,VS,Pharmacies,170.05,Historical
2021Q3,VS,Physiothérapeutes,32.11,Historical
2021Q3,VS,SPITEX (soins à domicile),28.90,Historical
2021Q3,VS,Total,981.08,Historical
2021Q3,ZG,Autres,27.12,Historical
2021Q3,ZG,Etablissements médico-sociaux,41.05,Historical
2021Q3,ZG,Hôpitaux (ambulatoire),159.54,Historical
2021Q3,ZG,Hôpitaux (séjours),169.31,Historical
2021Q3,ZG,Laboratoire cabinet médical,15.64,Historical
2021Q3,ZG,Laboratoires,35.25,Historical
2021Q3,ZG,Médecins (ambulatoire) sans laboratoire,202.78,Historical
2021Q3,ZG,Médicaments (médecin),94.20,Historical
2021Q3,ZG,Pharmacies,69.79,Historical
2021Q3,ZG,Physiothérapeutes,33.54,Historical
2021Q3,ZG,SPITEX (soins à domicile),16.61,Historical
2021Q3,ZG,Total,864.82,Historical
2021Q3,ZH,Autres,36.81,Historical
2021Q3,ZH,Etablissements médico-sociaux,45.51,Historical
2021Q3,ZH,Hôpitaux (ambulatoire),190.64,Historical
2021Q3,ZH,Hôpitaux (séjours),188.83,Historical
2021Q3,ZH,Laboratoire cabinet médical,17.00,Historical
2021Q3,ZH,Laboratoires,28.08,Historical
2021Q3,ZH,Médecins (ambulatoire) sans laboratoire,247.71,Historical
2021Q3,ZH,Médicaments (médecin),90.23,Historical
2021Q3,ZH,Pharmacies,97.99,Historical
2021Q3,ZH,Physiothérapeutes,38.05,Historical
2021Q3,ZH,SPITEX (soins à domicile),28.77,Historical
2021Q3,ZH,Total,1009.64,Historical
2021Q4,AG,Autres,32.01,Historical
2021Q4,AG,Etablissements médico-sociaux,39.43,Historical
2021Q4,AG,Hôpitaux (ambulatoire),233.27,Historical
2021Q4,AG,Hôpitaux (séjours),214.47,Historical
2021Q4,AG,Laboratoire cabinet médical,19.64,Historical
2021Q4,AG,Laboratoires,24.84,Historical
2021Q4,AG,Médecins (ambulatoire) sans laboratoire,215.89,Historical
2021Q4,AG,Médicaments (médecin),38.19,Historical
2021Q4,AG,Pharmacies,164.78,Historical
2021Q4,AG,Physiothérapeutes,38.11,Historical
2021Q4,AG,SPITEX (soins à domicile),22.32,Historical
2021Q4,AG,Total,1042.93,Historical
2021Q4,AI,Autres,35.21,Historical
2021Q4,AI,Etablissements médico-sociaux,49.41,Historical
2021Q4,AI,Hôpitaux (ambulatoire),155.63,Historical
2021Q4,AI,Hôpitaux (séjours),169.12,Historical
2021Q4,AI,Laboratoire cabinet médical,16.84,Historical
2021Q4,AI,Laboratoires,17.63,Historical
2021Q4,AI,Médecins (ambulatoire) sans laboratoire,154.15,Historical
2021Q4,AI,Médicaments (médecin),97.78,Historical
2021Q4,AI,Pharmacies,20.63,Historical
2021Q4,AI,Physiothérapeutes,19.35,Historical
2021Q4,AI,SPITEX (soins à domicile),26.21,Historical
2021Q4,AI,Total,761.95,Historical
2021Q4,AR,Autres,34.20,Historical
2021Q4,AR,Etablissements médico-sociaux,69.88,Historical
2021Q4,AR,Hôpitaux (ambulatoire),182.95,Historical
2021Q4,AR,Hôpitaux (séjours),203.29,Historical
2021Q4,AR,Laboratoire cabinet médical,19.07,Historical
2021Q4,AR,Laboratoires,22.11,Historical
2021Q4,AR,Médecins (ambulatoire) sans laboratoire,200.45,Historical
2021Q4,AR,Médicaments (médecin),111.95,Historical
2021Q4,AR,Pharmacies,46.86,Historical
2021Q4,AR,Physiothérapeutes,28.42,Historical
2021Q4,AR,SPITEX (soins à domicile),19.85,Historical
2021Q4,AR,Total,939.02,Historical
2021Q4,BE,Autres,43.33,Historical
2021Q4,BE,Etablissements médico-sociaux,69.74,Historical
2021Q4,BE,Hôpitaux (ambulatoire),215.89,Historical
2021Q4,BE,Hôpitaux (séjours),238.21,Historical
2021Q4,BE,Laboratoire cabinet médical,21.35,Historical
2021Q4,BE,Laboratoires,28.62,Historical
2021Q4,BE,Médecins (ambulatoire) sans laboratoire,237.29,Historical
2021Q4,BE,Médicaments (médecin),84.70,Historical
2021Q4,BE,Pharmacies,136.55,Historical
2021Q4,BE,Physiothérapeutes,34.69,Historical
2021Q4,BE,SPITEX (soins à domicile),38.61,Historical
2021Q4,BE,Total,1148.98,Historical
2021Q4,BL,Autres,36.29,Historical
2021Q4,BL,Etablissements médico-sociaux,50.61,Historical
2021Q4,BL,Hôpitaux (ambulatoire),235.05,Historical
2021Q4,BL,Hôpitaux (séjours),272.10,Historical
2021Q4,BL,Laboratoire cabinet médical,21.63,Historical
2021Q4,BL,Laboratoires,32.28,Historical
2021Q4,BL,Médecins (ambulatoire) sans laboratoire,287.66,Historical
2021Q4,BL,Médicaments (médecin),106.60,Historical
2021Q4,BL,Pharmacies,129.09,Historical
2021Q4,BL,Physiothérapeutes,50.77,Historical
2021Q4,BL,SPITEX (soins à domicile),33.27,Historical
2021Q4,BL,Total,1255.35,Historical
2021Q4,BS,Autres,41.57,Historical
2021Q4,BS,Etablissements médico-sociaux,70.09,Historical
2021Q4,BS,Hôpitaux (ambulatoire),260.05,Historical
2021Q4,BS,Hôpitaux (séjours),317.43,Historical
2021Q4,BS,Laboratoire cabinet médical,19.67,Historical
2021Q4,BS,Laboratoires,32.80,Historical
2021Q4,BS,Médecins (ambulatoire) sans laboratoire,288.55,Historical
2021Q4,BS,Médicaments (médecin),34.48,Historical
2021Q4,BS,Pharmacies,224.07,Historical
2021Q4,BS,Physiothérapeutes,55.03,Historical
2021Q4,BS,SPITEX (soins à domicile),44.71,Historical
2021Q4,BS,Total,1388.45,Historical
2021Q4,CH,Autres,40.12,Historical
2021Q4,CH,Etablissements médico-sociaux,56.02,Historical
2021Q4,CH,Hôpitaux (ambulatoire),222.30,Historical
2021Q4,CH,Hôpitaux (séjours),220.40,Historical
2021Q4,CH,Laboratoire cabinet médical,18.98,Historical
2021Q4,CH,Laboratoires,32.56,Historical
2021Q4,CH,Médecins (ambulatoire) sans laboratoire,255.22,Historical
2021Q4,CH,Médicaments (médecin),73.70,Historical
2021Q4,CH,Pharmacies,134.79,Historical
2021Q4,CH,Physiothérapeutes,41.28,Historical
2021Q4,CH,SPITEX (soins à domicile),31.87,Historical
2021Q4,CH,Total,1127.24,Historical
2021Q4,FR,Autres,46.01,Historical
2021Q4,FR,Etablissements médico-sociaux,45.92,Historical
2021Q4,FR,Hôpitaux (ambulatoire),206.21,Historical
2021Q4,FR,Hôpitaux (séjours),177.10,Historical
2021Q4,FR,Laboratoire cabinet médical,18.78,Historical
2021Q4,FR,Laboratoires,31.88,Historical
2021Q4,FR,Médecins (ambulatoire) sans laboratoire,238.31,Historical
2021Q4,FR,Médicaments (médecin),28.22,Historical
2021Q4,FR,Pharmacies,170.49,Historical
2021Q4,FR,Physiothérapeutes,31.90,Historical
2021Q4,FR,SPITEX (soins à domicile),25.23,Historical
2021Q4,FR,Total,1020.05,Historical
2021Q4,GE,Autres,41.92,Historical
2021Q4,GE,Etablissements médico-sociaux,64.03,Historical
2021Q4,GE,Hôpitaux (ambulatoire),258.15,Historical
2021Q4,GE,Hôpitaux (séjours),218.54,Historical
2021Q4,GE,Laboratoire cabinet médical,12.66,Historical
2021Q4,GE,Laboratoires,60.23,Historical
2021Q4,GE,Médecins (ambulatoire) sans laboratoire,415.69,Historical
2021Q4,GE,Médicaments (médecin),20.91,Historical
2021Q4,GE,Pharmacies,209.33,Historical
2021Q4,GE,Physiothérapeutes,54.93,Historical
2021Q4,GE,SPITEX (soins à domicile),34.08,Historical
2021Q4,GE,Total,1390.48,Historical
2021Q4,GL,Autres,35.20,Historical
2021Q4,GL,Etablissements médico-sociaux,58.69,Historical
2021Q4,GL,Hôpitaux (ambulatoire),222.45,Historical
2021Q4,GL,Hôpitaux (séjours),214.22,Historical
2021Q4,GL,Laboratoire cabinet médical,18.50,Historical
2021Q4,GL,Laboratoires,24.48,Historical
2021Q4,GL,Médecins (ambulatoire) sans laboratoire,169.47,Historical
2021Q4,GL,Médicaments (médecin),119.80,Historical
2021Q4,GL,Pharmacies,66.02,Historical
2021Q4,GL,Physiothérapeutes,38.55,Historical
2021Q4,GL,SPITEX (soins à domicile),18.55,Historical
2021Q4,GL,Total,985.94,Historical
2021Q4,GR,Autres,39.76,Historical
2021Q4,GR,Etablissements médico-sociaux,50.45,Historical
2021Q4,GR,Hôpitaux (ambulatoire),200.65,Historical
2021Q4,GR,Hôpitaux (séjours),220.98,Historical
2021Q4,GR,Laboratoire cabinet médical,18.43,Historical
2021Q4,GR,Laboratoires,26.83,Historical
2021Q4,GR,Médecins (ambulatoire) sans laboratoire,180.66,Historical
2021Q4,GR,Médicaments (médecin),58.20,Historical
2021Q4,GR,Pharmacies,128.22,Historical
2021Q4,GR,Physiothérapeutes,33.72,Historical
2021Q4,GR,SPITEX (soins à domicile),23.83,Historical
2021Q4,GR,Total,981.75,Historical
2021Q4,JU,Autres,44.60,Historical
2021Q4,JU,Etablissements médico-sociaux,71.33,Historical
2021Q4,JU,Hôpitaux (ambulatoire),248.23,Historical
2021Q4,JU,Hôpitaux (séjours),253.92,Historical
2021Q4,JU,Laboratoire cabinet médical,14.24,Historical
2021Q4,JU,Laboratoires,29.25,Historical
2021Q4,JU,Médecins (ambulatoire) sans laboratoire,210.71,Historical
2021Q4,JU,Médicaments (médecin),27.97,Historical
2021Q4,JU,Pharmacies,199.98,Historical
2021Q4,JU,Physiothérapeutes,34.32,Historical
2021Q4,JU,SPITEX (soins à domicile),47.65,Historical
2021Q4,JU,Total,1182.20,Historical
2021Q4,LU,Autres,36.05,Historical
2021Q4,LU,Etablissements médico-sociaux,58.11,Historical
2021Q4,LU,Hôpitaux (ambulatoire),187.12,Historical
2021Q4,LU,Hôpitaux (séjours),182.96,Historical
2021Q4,LU,Laboratoire cabinet médical,19.15,Historical
2021Q4,LU,Laboratoires,26.48,Historical
2021Q4,LU,Médecins (ambulatoire) sans laboratoire,197.34,Historical
2021Q4,LU,Médicaments (médecin),120.43,Historical
2021Q4,LU,Pharmacies,48.89,Historical
2021Q4,LU,Physiothérapeutes,32.30,Historical
2021Q4,LU,SPITEX (soins à domicile),23.82,Historical
2021Q4,LU,Total,932.65,Historical
2021Q4,NE,Autres,61.67,Historical
2021Q4,NE,Etablissements médico-sociaux,87.37,Historical
2021Q4,NE,Hôpitaux (ambulatoire),289.82,Historical
2021Q4,NE,Hôpitaux (séjours),247.23,Historical
2021Q4,NE,Laboratoire cabinet médical,11.78,Historical
2021Q4,NE,Laboratoires,61.29,Historical
2021Q4,NE,Médecins (ambulatoire) sans laboratoire,248.27,Historical
2021Q4,NE,Médicaments (médecin),31.15,Historical
2021Q4,NE,Pharmacies,229.97,Historical
2021Q4,NE,Physiothérapeutes,41.74,Historical
2021Q4,NE,SPITEX (soins à domicile),42.28,Historical
2021Q4,NE,Total,1352.56,Historical
2021Q4,NW,Autres,31.22,Historical
2021Q4,NW,Etablissements médico-sociaux,57.94,Historical
2021Q4,NW,Hôpitaux (ambulatoire),215.09,Historical
2021Q4,NW,Hôpitaux (séjours),159.83,Historical
2021Q4,NW,Laboratoire cabinet médical,17.91,Historical
2021Q4,NW,Laboratoires,24.69,Historical
2021Q4,NW,Médecins (ambulatoire) sans laboratoire,177.75,Historical
2021Q4,NW,Médicaments (médecin),118.21,Historical
2021Q4,NW,Pharmacies,50.64,Historical
2021Q4,NW,Physiothérapeutes,30.61,Historical
2021Q4,NW,SPITEX (soins à domicile),16.07,Historical
2021Q4,NW,Total,899.94,Historical
2021Q4,OW,Autres,33.35,Historical
2021Q4,OW,Etablissements médico-sociaux,51.21,Historical
2021Q4,OW,Hôpitaux (ambulatoire),226.45,Historical
2021Q4,OW,Hôpitaux (séjours),185.32,Historical
2021Q4,OW,Laboratoire cabinet médical,16.04,Historical
2021Q4,OW,Laboratoires,27.65,Historical
2021Q4,OW,Médecins (ambulatoire) sans laboratoire,146.80,Historical
2021Q4,OW,Médicaments (médecin),117.07,Historical
2021Q4,OW,Pharmacies,41.64,Historical
2021Q4,OW,Physiothérapeutes,32.86,Historical
2021Q4,OW,SPITEX (soins à domicile),18.46,Historical
